Prey-Id,SA Date-Time,Signal Time,Spider-Id,Distance From Spider,Trip No

y_rs,2019-09-22 11:33:00,2019-09-22 11:33:00,0.0,7.33,2.0

rh_end_tt_4,2019-09-22 12:00:00,2019-09-22 12:00:00,1,1.64,1.0

o_y_tt_end_west,2019-09-22 12:02:00,2019-09-22 12:02:00,2,17.4,2.0

b_bw,2019-09-22 12:07:00,2019-09-22 12:07:00,2.0,10.37,2.0

v_rd,2019-09-22 12:08:00,2019-09-22 12:08:00,1,12.89,1.0

y_rt,2019-09-23 06:09:00,2019-09-23 06:09:00,2,5.34,1.0

rd_end_north,2019-09-23 06:15:00,2019-09-23 06:15:00,0,7.48,1.0

b_rh,2019-09-23 06:18:00,2019-09-23 06:18:00,0,3.23,1.0

y_rc,2019-09-23 06:20:00,2019-09-23 06:20:00,2,5.55,1.0

w_rc,2019-09-23 06:21:00,2019-09-23 06:21:00,1,5.39,1.0

w_gy2,2019-09-23 06:22:00,2019-09-23 06:22:00,1,2.18,1.0

y_rt,2019-09-23 06:26:00,2019-09-23 06:26:00,2,2.0,1.0

o_rh,2019-09-23 06:33:00,2019-09-23 06:33:00,0,4.84,1.0

y_gy1,2019-09-23 06:42:00,2019-09-23 06:42:00,2,0.0,1.0

y_rc,2019-09-23 06:49:00,2019-09-23 06:49:00,2,3.52,1.0

w_rs,2019-09-23 06:52:00,2019-09-23 06:52:00,1,1.6,1.0

nature_end_west,2019-09-23 06:56:00,2019-09-23 06:56:00,0,5.38,1.0

o_w_1,2019-09-23 07:03:00,2019-09-23 07:03:00,2,5.38,1.0

b_gy2,2019-09-23 07:10:00,2019-09-23 07:10:00,1,2.16,1.0

b_tt_3,2019-09-23 07:16:00,2019-09-23 07:16:00,2,7.72,1.0

b_tt_3,2019-09-23 07:21:00,2019-09-23 07:21:00,2,2.14,1.0

o_gy2,2019-09-23 07:24:00,2019-09-23 07:24:00,1,3.77,1.0

b_tt_1,2019-09-23 07:25:00,2019-09-23 07:25:00,0,8.4,1.0

g_w,2019-09-23 07:30:00,2019-09-23 07:30:00,0,5.16,1.0

o_w_1,2019-09-23 07:51:00,2019-09-23 07:51:00,0,3.43,1.0

o_y_tt_end_west,2019-09-23 07:53:00,2019-09-23 07:53:00,0,7.36,1.0

rc_end_south,2019-09-23 08:05:00,2019-09-23 08:05:00,2,9.13,1.0

b_rd_dupe,2019-09-23 08:17:00,2019-09-23 08:17:00,0,10.29,1.0

o_w_2,2019-09-23 08:29:00,2019-09-23 08:29:00,2,3.6,1.0

g_rc,2019-09-23 09:02:00,2019-09-23 09:02:00,2,3.58,1.0

v_end_west,2019-09-23 09:35:00,2019-09-23 09:35:00,0,4.98,2.0

w_rt,2019-09-23 09:40:00,2019-09-23 09:40:00,0.0,10.65,1.0

b_tt_3,2019-09-23 09:52:00,2019-09-23 09:52:00,0,8.22,1.0

b_end_west,2019-09-23 09:56:00,2019-09-23 09:56:00,0,11.67,1.0

rh_end_south,2019-09-23 10:00:00,2019-09-23 10:00:00,0,12.51,1.0

b_tt_1,2019-09-23 10:23:00,2019-09-23 10:23:00,2,10.89,1.0

w_gy2,2019-09-23 10:31:00,2019-09-23 10:31:00,1,1.55,1.0

o_w_2,2019-09-23 10:48:00,2019-09-23 10:48:00,1,5.38,1.0

bstub_w,2019-09-23 10:57:00,2019-09-23 10:57:00,2,5.81,1.0

v_end_east,2019-09-23 11:05:00,2019-09-23 11:05:00,1,9.52,1.0

b_rs,2019-09-23 11:15:00,2019-09-23 11:15:00,1,1.84,1.0

o_gy2,2019-09-23 11:25:00,2019-09-23 11:25:00,1,8.98,1.0

w_gy2,2019-09-23 11:38:00,2019-09-23 11:38:00,1,1.55,1.0

b_rt,2019-09-23 11:45:00,2019-09-23 11:45:00,1,13.38,1.0

g_w,2019-09-23 12:02:00,2019-09-23 12:02:00,1,2.0,1.0

rd_end_north,2019-09-23 12:09:00,2019-09-23 12:09:00,1,11.01,1.0

o_rt,2019-09-23 12:18:00,2019-09-23 12:18:00,0,16.83,2.0

b_bv,2019-09-23 12:45:00,2019-09-23 12:45:00,0,11.1,2.0

b_tt_2_dupe,2019-09-23 12:59:00,2019-09-23 12:59:00,0,5.38,2.0

w_rs,2019-09-23 13:21:00,2019-09-23 13:21:00,0,9.63,2.0

v_end_west,2019-09-23 13:34:00,2019-09-23 13:34:00,0,15.83,2.0

rc_end_north,2019-09-23 13:36:00,2019-09-23 13:36:00,0,11.23,2.0

y_rt,2019-09-23 13:59:00,2019-09-23 13:59:00,0,12.25,2.0

g_gy1,2019-09-23 14:05:00,2019-09-23 14:05:00,0,5.1,2.0

g_rs,2019-09-23 14:09:00,2019-09-23 14:09:00,0,6.24,2.0

w_rt,2019-09-23 14:10:00,2019-09-23 14:10:00,2,15.23,2.0

w_gy2,2019-09-23 14:27:00,2019-09-23 14:27:00,0,7.6,2.0

o_y_tt_end_west,2019-09-23 14:39:00,2019-09-23 14:39:00,2,7.66,2.0

w_gy1,2019-09-23 14:47:00,2019-09-23 14:47:00,2,5.74,2.0

v_rs,2019-09-24 06:19:00,2019-09-24 06:19:00,1,5.21,1.0

b_bv,2019-09-24 06:27:00,2019-09-24 06:27:00,1,2.19,1.0

rh_end_tt_4,2019-09-24 06:29:00,2019-09-24 06:29:00,0,6.51,1.0

v_bv,2019-09-24 06:48:00,2019-09-24 06:48:00,1,3.82,1.0

rt_end_north,2019-09-24 06:50:00,2019-09-24 06:50:00,2,10.6,1.0

b_tt_2_dupe,2019-09-24 06:54:00,2019-09-24 06:54:00,2,4.86,1.0

w_gy1,2019-09-24 06:55:00,2019-09-24 06:55:00,0,7.26,1.0

b_y,2019-09-24 06:57:00,2019-09-24 06:57:00,1,9.48,1.0

o_w_2,2019-09-24 07:02:00,2019-09-24 07:02:00,0,4.11,1.0

o_rs,2019-09-24 07:08:00,2019-09-24 07:08:00,0,3.42,1.0

b_bv,2019-09-24 07:23:00,2019-09-24 07:23:00,0,7.29,1.0

y_rc,2019-09-24 07:50:00,2019-09-24 07:50:00,0,7.05,1.0

v_bv,2019-09-24 08:04:00,2019-09-24 08:04:00,1,9.38,1.0

g_rs,2019-09-24 08:11:00,2019-09-24 08:11:00,1,3.87,1.0

tt_rt,2019-09-24 08:14:00,2019-09-24 08:14:00,2,1.6,1.0

rd_end_south,2019-09-24 08:28:00,2019-09-24 08:28:00,2,9.34,1.0

rc_end_south,2019-09-24 08:30:00,2019-09-24 08:30:00,0,3.81,2.0

o_gy1,2019-09-24 08:46:00,2019-09-24 08:46:00,0,5.28,1.0

o_w_2,2019-09-24 08:48:00,2019-09-24 08:48:00,1,5.39,1.0

b_rd,2019-09-24 08:50:00,2019-09-24 08:50:00,2,0.0,1.0

rd_end_north,2019-09-24 08:52:00,2019-09-24 08:52:00,0,16.22,1.0

b_tt_2_dupe,2019-09-24 09:01:00,2019-09-24 09:01:00,2,6.78,1.0

nature_end_west,2019-09-24 09:35:00,2019-09-24 09:35:00,0,12.73,2.0

rh_end_tt_3,2019-09-24 09:40:00,2019-09-24 09:40:00,0,3.57,1.0

rs_end_north,2019-09-24 09:54:00,2019-09-24 09:54:00,1,7.29,1.0

g_rs,2019-09-24 09:55:00,2019-09-24 09:55:00,2,7.84,1.0

y_rt,2019-09-24 09:56:00,2019-09-24 09:56:00,0,3.69,2.0

v_end_east,2019-09-24 09:58:00,2019-09-24 09:58:00,1,2.37,1.0

b_tt_2_dupe,2019-09-24 09:59:00,2019-09-24 09:59:00,0,9.91,1.0

b_end_west,2019-09-24 10:06:00,2019-09-24 10:06:00,2,13.91,2.0

rd_end_south,2019-09-24 10:14:00,2019-09-24 10:14:00,2,1.56,1.0

b_rs,2019-09-24 10:36:00,2019-09-24 10:36:00,1,1.84,1.0

b_rt,2019-09-24 10:50:00,2019-09-24 10:50:00,2,9.2,1.0

w_bw,2019-09-24 11:07:00,2019-09-24 11:07:00,2,1.81,1.0

w_tt,2019-09-24 11:12:00,2019-09-24 11:12:00,2,3.7,1.0

w_rc,2019-09-24 11:19:00,2019-09-24 11:19:00,1.0,9.1,1.0

rc_end_south,2019-09-24 11:20:00,2019-09-24 11:20:00,0,11.76,2.0

w_rs,2019-09-24 11:34:00,2019-09-24 11:34:00,1,1.92,1.0

rs_end_north,2019-09-24 11:37:00,2019-09-24 11:37:00,1,9.21,1.0

o_rt,2019-09-24 11:48:00,2019-09-24 11:48:00,2,5.14,1.0

nature_end_west,2019-09-24 11:50:00,2019-09-24 11:50:00,0,7.48,2.0

w_rc,2019-09-24 12:05:00,2019-09-24 12:05:00,0,7.53,2.0

w_gy2,2019-09-24 12:09:00,2019-09-24 12:09:00,0,8.96,2.0

w_gy1,2019-09-24 12:10:00,2019-09-24 12:10:00,1,13.2,2.0

rs_end_south,2019-09-24 12:12:00,2019-09-24 12:12:00,0,7.19,2.0

o_gy1,2019-09-24 12:19:00,2019-09-24 12:19:00,1,3.49,2.0

b_bw,2019-09-24 12:25:00,2019-09-24 12:25:00,1,8.58,2.0

o_y_tt_end_west,2019-09-24 12:26:00,2019-09-24 12:26:00,2,17.4,2.0

b_rd_dupe,2019-09-24 12:39:00,2019-09-24 12:39:00,2,14.22,2.0

y_rt,2019-09-24 12:53:00,2019-09-24 12:53:00,1,6.63,2.0

y_rt,2019-09-24 12:54:00,2019-09-24 12:54:00,0,6.14,2.0

b_end_west,2019-09-24 13:00:00,2019-09-24 13:00:00,2,5.28,2.0

b_gy2,2019-09-24 13:01:00,2019-09-24 13:01:00,0,9.2,2.0

v_rs,2019-09-24 13:07:00,2019-09-24 13:07:00,0,8.98,2.0

rh_end_tt_1,2019-09-24 13:31:00,2019-09-24 13:31:00,1,8.51,2.0

tt_rt,2019-09-25 06:03:00,2019-09-25 06:03:00,2,6.86,1.0

b_rc,2019-09-25 06:07:00,2019-09-25 06:07:00,1,7.3,1.0

tt_rt,2019-09-25 06:37:00,2019-09-25 06:37:00,2,1.56,1.0

o_gy2,2019-09-25 06:41:00,2019-09-25 06:41:00,1,7.16,1.0

rh_end_tt_4,2019-09-25 07:00:00,2019-09-25 07:00:00,0,6.51,1.0

w_rs,2019-09-25 07:19:00,2019-09-25 07:19:00,1,1.84,1.0

b_rh,2019-09-25 07:23:00,2019-09-25 07:23:00,2,5.12,1.0

rh_end_tt_2,2019-09-25 07:39:00,2019-09-25 07:39:00,0,3.17,1.0

v_rt,2019-09-25 07:54:00,2019-09-25 07:54:00,2,3.84,1.0

o_y_tt_end_west,2019-09-25 07:55:00,2019-09-25 07:55:00,0,2.01,1.0

v_bv,2019-09-25 07:57:00,2019-09-25 07:57:00,1,9.13,1.0

o_rh,2019-09-25 07:58:00,2019-09-25 07:58:00,0,0.0,1.0

park_east,2019-09-25 08:06:00,2019-09-25 08:06:00,1,7.75,1.0

g_rs,2019-09-25 08:10:00,2019-09-25 08:10:00,1,3.8,1.0

v_rt,2019-09-25 08:17:00,2019-09-25 08:17:00,2,1.76,1.0

o_rc,2019-09-25 08:27:00,2019-09-25 08:27:00,1,5.51,2.0

y_rh,2019-09-25 08:34:00,2019-09-25 08:34:00,0,5.54,1.0

y_gy1,2019-09-25 08:48:00,2019-09-25 08:48:00,2,10.14,1.0

rh_end_north,2019-09-25 09:04:00,2019-09-25 09:04:00,0,12.03,1.0

y_rt,2019-09-25 09:27:00,2019-09-25 09:27:00,2,3.73,1.0

v_bv,2019-09-25 09:45:00,2019-09-25 09:45:00,1,5.23,1.0

g_rc,2019-09-25 10:01:00,2019-09-25 10:01:00,1,3.3,1.0

v_end_west,2019-09-25 10:13:00,2019-09-25 10:13:00,0,5.8,1.0

v_rc,2019-09-25 10:14:00,2019-09-25 10:14:00,1,1.56,1.0

w_rt,2019-09-25 10:20:00,2019-09-25 10:20:00,2,3.76,1.0

tt_rt,2019-09-25 10:23:00,2019-09-25 10:23:00,2,8.41,1.0

g_w,2019-09-25 10:27:00,2019-09-25 10:27:00,2,3.64,1.0

b_tt_3,2019-09-25 10:36:00,2019-09-25 10:36:00,2,4.93,1.0

w_tt,2019-09-25 10:46:00,2019-09-25 10:46:00,2,6.86,1.0

park_east,2019-09-25 10:48:00,2019-09-25 10:48:00,1,9.49,1.0

b_g,2019-09-25 11:03:00,2019-09-25 11:03:00,1,2.22,2.0

b_g,2019-09-25 11:23:00,2019-09-25 11:23:00,1,2.22,2.0

w_gy2,2019-09-25 11:24:00,2019-09-25 11:24:00,2.0,18.33,1.0

b_tt_2_dupe,2019-09-25 11:33:00,2019-09-25 11:33:00,0,11.16,1.0

b_bv,2019-09-25 11:56:00,2019-09-25 11:56:00,0,6.04,1.0

b_w,2019-09-25 12:13:00,2019-09-25 12:13:00,0,7.3,1.0

v_rc,2019-09-25 12:31:00,2019-09-25 12:31:00,0,7.1,1.0

b_bv,2019-09-25 12:32:00,2019-09-25 12:32:00,1.0,13.1,2.0

b_tt_3_dupe,2019-09-25 12:33:00,2019-09-25 12:33:00,0,3.64,1.0

b_gy2,2019-09-25 12:46:00,2019-09-25 12:46:00,1,5.53,2.0

o_rc,2019-09-25 13:20:00,2019-09-25 13:20:00,1,5.2,2.0

v_end_east,2019-09-25 13:38:00,2019-09-25 13:38:00,1,9.6,2.0

b_g,2019-09-25 13:44:00,2019-09-25 13:44:00,1,3.45,2.0

tt_rt,2019-09-26 06:02:00,2019-09-26 06:02:00,2,6.86,1.0

rs_end_south,2019-09-26 06:06:00,2019-09-26 06:06:00,1,7.26,1.0

v_bv,2019-09-26 06:18:00,2019-09-26 06:18:00,1,10.82,1.0

rc_end_north,2019-09-26 06:27:00,2019-09-26 06:27:00,2,8.25,1.0

rd_end_south_dupe,2019-09-26 06:30:00,2019-09-26 06:30:00,0,6.83,1.0

o_rh,2019-09-26 06:34:00,2019-09-26 06:34:00,0,3.21,1.0

b_o,2019-09-26 06:36:00,2019-09-26 06:36:00,1,9.3,1.0

o_tt,2019-09-26 06:54:00,2019-09-26 06:54:00,0,1.71,1.0

b_w,2019-09-26 06:58:00,2019-09-26 06:58:00,1,2.16,1.0

o_tt,2019-09-26 07:07:00,2019-09-26 07:07:00,0,1.71,1.0

b_end_west,2019-09-26 07:15:00,2019-09-26 07:15:00,0,7.38,1.0

rh_end_tt_4,2019-09-26 07:20:00,2019-09-26 07:20:00,0,10.28,1.0

rc_end_north,2019-09-26 07:27:00,2019-09-26 07:27:00,2,2.63,1.0

b_y,2019-09-26 07:32:00,2019-09-26 07:32:00,1,3.21,1.0

y_gy1,2019-09-26 07:33:00,2019-09-26 07:33:00,0,5.74,1.0

w_bw,2019-09-26 07:44:00,2019-09-26 07:44:00,0,6.88,1.0

b_rd_dupe,2019-09-26 07:48:00,2019-09-26 07:48:00,0,10.61,1.0

rh_end_south,2019-09-26 07:49:00,2019-09-26 07:49:00,1.0,14.8,1.0

nature_end_west,2019-09-26 07:50:00,2019-09-26 07:50:00,2,15.94,1.0

o_y_tt_end_west,2019-09-26 07:58:00,2019-09-26 07:58:00,0,10.8,1.0

o_gy1,2019-09-26 08:04:00,2019-09-26 08:04:00,1.0,7.35,1.0

o_gy1,2019-09-26 08:23:00,2019-09-26 08:23:00,1,1.89,1.0

o_rc,2019-09-26 08:45:00,2019-09-26 08:45:00,1,4.32,1.0

rd_end_south,2019-09-26 08:50:00,2019-09-26 08:50:00,0,8.54,1.0

b_gy2,2019-09-26 08:55:00,2019-09-26 08:55:00,1,9.49,1.0

g_rs,2019-09-26 08:58:00,2019-09-26 08:58:00,1,5.66,1.0

b_tt_1,2019-09-26 09:06:00,2019-09-26 09:06:00,2.0,10.32,1.0

o_y_tt_end_west,2019-09-26 09:12:00,2019-09-26 09:12:00,0,8.99,1.0

o_w_2,2019-09-26 09:13:00,2019-09-26 09:13:00,1,1.92,1.0

v_rh,2019-09-26 09:18:00,2019-09-26 09:18:00,2,3.29,1.0

b_g,2019-09-26 09:25:00,2019-09-26 09:25:00,1,3.36,1.0

b_rh,2019-09-26 09:30:00,2019-09-26 09:30:00,2,0.0,1.0

b_tt_3_dupe,2019-09-26 09:37:00,2019-09-26 09:37:00,2,8.47,1.0

rc_end_south,2019-09-26 09:40:00,2019-09-26 09:40:00,2,11.27,1.0

rd_end_south_dupe,2019-09-26 10:32:00,2019-09-26 10:32:00,0,10.04,1.0

b_g,2019-09-26 10:35:00,2019-09-26 10:35:00,2,8.88,1.0

rs_end_south,2019-09-26 10:45:00,2019-09-26 10:45:00,2,7.26,1.0

rh_end_tt_2,2019-09-26 10:57:00,2019-09-26 10:57:00,0,6.93,1.0

rh_end_tt_4,2019-09-26 11:16:00,2019-09-26 11:16:00,2,9.79,1.0

g_gy1,2019-09-26 11:35:00,2019-09-26 11:35:00,2,8.92,1.0

y_rt,2019-09-26 11:39:00,2019-09-26 11:39:00,1,13.47,2.0

y_rt,2019-09-26 12:25:00,2019-09-26 12:25:00,1,2.0,2.0

rd_end_north,2019-09-27 06:02:00,2019-09-27 06:02:00,0,7.48,1.0

rh_end_north,2019-09-27 06:11:00,2019-09-27 06:11:00,0,4.0,1.0

b_tt_1,2019-09-27 06:12:00,2019-09-27 06:12:00,2,8.82,1.0

y_rs,2019-09-27 06:30:00,2019-09-27 06:30:00,1,5.13,1.0

w_bw,2019-09-27 06:37:00,2019-09-27 06:37:00,2,1.81,2.0

v_rc,2019-09-27 06:48:00,2019-09-27 06:48:00,1,8.43,2.0

y_gy2,2019-09-27 06:50:00,2019-09-27 06:50:00,1,10.32,1.0

w_rt,2019-09-27 07:04:00,2019-09-27 07:04:00,2,6.55,1.0

o_rh,2019-09-27 07:17:00,2019-09-27 07:17:00,0,8.13,1.0

b_tt_3_dupe,2019-09-27 07:32:00,2019-09-27 07:32:00,2,8.01,1.0

nature_end_west,2019-09-27 07:37:00,2019-09-27 07:37:00,0,5.38,1.0

b_rd,2019-09-27 07:51:00,2019-09-27 07:51:00,0,10.8,1.0

g_rc,2019-09-27 07:54:00,2019-09-27 07:54:00,1,6.82,1.0

rt_end_south,2019-09-27 07:56:00,2019-09-27 07:56:00,2,11.71,1.0

b_rt,2019-09-27 07:57:00,2019-09-27 07:57:00,0,5.12,1.0

v_rh,2019-09-27 08:06:00,2019-09-27 08:06:00,0,5.08,1.0

y_gy1,2019-09-27 08:10:00,2019-09-27 08:10:00,2,2.0,1.0

y_gy1,2019-09-27 08:23:00,2019-09-27 08:23:00,2,2.0,1.0

b_rc,2019-09-27 08:24:00,2019-09-27 08:24:00,1,3.45,2.0

rt_end_north,2019-09-27 08:25:00,2019-09-27 08:25:00,0,5.88,1.0

w_rt,2019-09-27 08:32:00,2019-09-27 08:32:00,2,1.81,1.0

w_rc,2019-09-27 08:48:00,2019-09-27 08:48:00,1,3.58,1.0

bstub_w,2019-09-27 09:08:00,2019-09-27 09:08:00,2,7.48,1.0

b_end_west,2019-09-27 09:09:00,2019-09-27 09:09:00,0,8.31,1.0

rh_end_south,2019-09-27 09:23:00,2019-09-27 09:23:00,2,8.74,1.0

rd_end_south_dupe,2019-09-27 09:30:00,2019-09-27 09:30:00,0,3.06,1.0

y_gy1,2019-09-27 10:01:00,2019-09-27 10:01:00,1,5.39,1.0

b_gy2,2019-09-27 10:04:00,2019-09-27 10:04:00,1,7.41,1.0

park_east,2019-09-27 10:15:00,2019-09-27 10:15:00,1,3.28,1.0

rt_end_south,2019-09-27 10:22:00,2019-09-27 10:22:00,2,3.8,1.0

w_rs,2019-09-27 10:32:00,2019-09-27 10:32:00,1,5.34,1.0

o_rh,2019-09-27 10:41:00,2019-09-27 10:41:00,0,8.54,1.0

o_rs,2019-09-27 10:43:00,2019-09-27 10:43:00,1,3.44,1.0

w_rc,2019-09-27 10:58:00,2019-09-27 10:58:00,1,3.79,1.0

rt_end_south,2019-09-27 11:05:00,2019-09-27 11:05:00,2,1.79,1.0

b_tt_1,2019-09-27 11:07:00,2019-09-27 11:07:00,0,4.78,1.0

b_rt,2019-09-27 11:13:00,2019-09-27 11:13:00,2,6.63,1.0

v_bv,2019-09-27 11:21:00,2019-09-27 11:21:00,1,8.62,1.0

b_tt_2_dupe,2019-09-27 11:25:00,2019-09-27 11:25:00,0,6.73,1.0

w_gy2,2019-09-27 11:31:00,2019-09-27 11:31:00,2,7.04,2.0

rh_end_tt_4,2019-09-27 11:33:00,2019-09-27 11:33:00,2,15.23,2.0

rh_end_tt_2,2019-09-27 11:35:00,2019-09-27 11:35:00,2,5.54,2.0

b_g,2019-09-27 11:36:00,2019-09-27 11:36:00,1,9.3,2.0

w_bw,2019-09-27 11:39:00,2019-09-27 11:39:00,2,5.1,2.0

y_rc,2019-09-27 11:41:00,2019-09-27 11:41:00,1,9.52,2.0

v_rc,2019-09-27 11:44:00,2019-09-27 11:44:00,1,10.12,2.0

b_rc,2019-09-27 11:53:00,2019-09-27 11:53:00,1,0.0,2.0

rd_end_south,2019-09-27 11:54:00,2019-09-27 11:54:00,2,5.33,2.0

b_end_west,2019-09-27 12:08:00,2019-09-27 12:08:00,2,2.01,2.0

rd_end_north,2019-09-28 06:02:00,2019-09-28 06:02:00,0,7.48,1.0

y_gy1,2019-09-28 06:10:00,2019-09-28 06:10:00,2,3.49,1.0

o_rc,2019-09-28 06:17:00,2019-09-28 06:17:00,1,5.2,1.0

o_tt,2019-09-28 06:24:00,2019-09-28 06:24:00,0,9.06,1.0

rt_end_north,2019-09-28 06:35:00,2019-09-28 06:35:00,2,12.15,1.0

v_rh,2019-09-28 06:37:00,2019-09-28 06:37:00,0,6.52,1.0

o_gy1,2019-09-28 07:00:00,2019-09-28 07:00:00,2,8.62,1.0

b_end_west,2019-09-28 07:08:00,2019-09-28 07:08:00,0,7.63,1.0

o_gy2,2019-09-28 07:22:00,2019-09-28 07:22:00,1,3.77,1.0

b_y,2019-09-28 07:34:00,2019-09-28 07:34:00,1,5.26,1.0

o_w_2,2019-09-28 07:47:00,2019-09-28 07:47:00,2,5.49,1.0

b_g,2019-09-28 07:49:00,2019-09-28 07:49:00,1,5.5,1.0

y_gy1,2019-09-28 07:56:00,2019-09-28 07:56:00,2,5.39,1.0

b_rd_dupe,2019-09-28 08:12:00,2019-09-28 08:12:00,0,4.77,1.0

v_rc,2019-09-28 08:24:00,2019-09-28 08:24:00,1,8.86,1.0

b_rd_dupe,2019-09-28 08:27:00,2019-09-28 08:27:00,0,1.5,1.0

rc_end_south,2019-09-28 08:41:00,2019-09-28 08:41:00,2,2.08,1.0

bstub_w,2019-09-28 08:46:00,2019-09-28 08:46:00,0,4.93,1.0

o_gy2,2019-09-28 09:11:00,2019-09-28 09:11:00,1,8.9,1.0

rh_end_tt_4,2019-09-28 09:15:00,2019-09-28 09:15:00,0,10.28,1.0

o_rs,2019-09-28 09:21:00,2019-09-28 09:21:00,1,0.0,1.0

v_bv,2019-09-28 09:23:00,2019-09-28 09:23:00,2,10.54,1.0

b_g,2019-09-28 09:27:00,2019-09-28 09:27:00,1,3.36,1.0

w_rs,2019-09-28 09:55:00,2019-09-28 09:55:00,1,1.6,1.0

rh_end_tt_3,2019-09-28 10:04:00,2019-09-28 10:04:00,0,0.0,1.0

v_end_west,2019-09-28 10:26:00,2019-09-28 10:26:00,0,8.69,1.0

g_rc,2019-09-28 10:47:00,2019-09-28 10:47:00,2,3.3,1.0

rh_end_tt_1,2019-09-28 11:02:00,2019-09-28 11:02:00,0,5.4,1.0

b_rd_dupe,2019-09-28 11:37:00,2019-09-28 11:37:00,0,7.08,1.0

g_gy2,2019-09-28 11:40:00,2019-09-28 11:40:00,1,3.76,1.0

b_end_west,2019-09-28 11:47:00,2019-09-28 11:47:00,0,5.28,1.0

v_bv,2019-09-28 11:48:00,2019-09-28 11:48:00,2,3.49,1.0

rd_end_north,2019-09-28 11:54:00,2019-09-28 11:54:00,2,8.35,1.0

rc_end_south,2019-09-28 12:14:00,2019-09-28 12:14:00,1,11.04,1.0

rh_end_tt_2,2019-09-28 12:23:00,2019-09-28 12:23:00,2,7.35,1.0

v_rd,2019-09-28 12:32:00,2019-09-28 12:32:00,2,5.75,1.0

w_rt,2019-09-28 12:35:00,2019-09-28 12:35:00,1,5.55,1.0

rh_end_south,2019-09-28 12:38:00,2019-09-28 12:38:00,2,12.51,1.0

rh_end_north,2019-09-28 12:45:00,2019-09-28 12:45:00,1,14.27,1.0

g_gy2,2019-09-28 12:52:00,2019-09-28 12:52:00,0,7.08,2.0

o_gy2,2019-09-28 12:54:00,2019-09-28 12:54:00,0,3.28,2.0

b_bw,2019-09-29 06:11:00,2019-09-29 06:11:00,0,3.7,1.0

b_g,2019-09-29 06:20:00,2019-09-29 06:20:00,1,1.76,1.0

b_rh,2019-09-29 06:22:00,2019-09-29 06:22:00,0,5.12,1.0

g_rs,2019-09-29 06:29:00,2019-09-29 06:29:00,1,3.34,1.0

nature_end_west,2019-09-29 06:42:00,2019-09-29 06:42:00,0,8.61,1.0

v_rh,2019-09-29 06:52:00,2019-09-29 06:52:00,0,10.14,1.0

b_gy2,2019-09-29 06:58:00,2019-09-29 06:58:00,1,3.92,1.0

o_w_2,2019-09-29 07:00:00,2019-09-29 07:00:00,1,3.52,1.0

w_rs,2019-09-29 07:09:00,2019-09-29 07:09:00,1,0.0,1.0

b_gy2,2019-09-29 07:22:00,2019-09-29 07:22:00,1,2.16,1.0

rh_end_tt_3,2019-09-29 07:28:00,2019-09-29 07:28:00,0,8.0,1.0

b_y,2019-09-29 07:34:00,2019-09-29 07:34:00,1,5.37,1.0

b_rt,2019-09-29 07:49:00,2019-09-29 07:49:00,2,5.3,1.0

b_o,2019-09-29 07:57:00,2019-09-29 07:57:00,1,0.0,1.0

o_gy2,2019-09-29 08:10:00,2019-09-29 08:10:00,1,1.61,1.0

rh_end_north,2019-09-29 08:12:00,2019-09-29 08:12:00,0,10.02,1.0

rs_end_south,2019-09-29 08:18:00,2019-09-29 08:18:00,1,7.19,1.0

b_bv,2019-09-29 08:27:00,2019-09-29 08:27:00,1,9.19,1.0

o_gy2,2019-09-29 08:54:00,2019-09-29 08:54:00,1,7.14,1.0

bstub_w,2019-09-29 09:01:00,2019-09-29 09:01:00,0,5.75,1.0

b_g,2019-09-29 09:10:00,2019-09-29 09:10:00,1,3.92,1.0

b_tt_2_dupe,2019-09-29 09:18:00,2019-09-29 09:18:00,2,4.69,1.0

b_rt,2019-09-29 09:23:00,2019-09-29 09:23:00,2,1.55,1.0

rs_end_north,2019-09-29 09:34:00,2019-09-29 09:34:00,2,11.69,1.0

b_tt_3_dupe,2019-09-29 09:35:00,2019-09-29 09:35:00,0,12.9,1.0

b_bw,2019-09-29 09:36:00,2019-09-29 09:36:00,2.0,11.62,1.0

o_w_2,2019-09-29 09:40:00,2019-09-29 09:40:00,0,7.27,1.0

v_rh,2019-09-29 09:45:00,2019-09-29 09:45:00,2,5.53,1.0

w_tt,2019-09-29 09:53:00,2019-09-29 09:53:00,2,7.02,1.0

w_gy1,2019-09-29 10:04:00,2019-09-29 10:04:00,0,3.9,1.0

w_rs,2019-09-29 10:05:00,2019-09-29 10:05:00,2.0,14.74,1.0

w_bw,2019-09-29 10:16:00,2019-09-29 10:16:00,0,9.11,1.0

bstub_w,2019-09-29 10:25:00,2019-09-29 10:25:00,0,5.64,1.0

